"﻿AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"TITULARIDAD";"URL";"E-MAIL";"TITULAR";"Total 2014-2015";"Total 2015-2016";"Total 2016-2017";"Total 2017-2018";"Total 2018-2019";"Educación Infantil Especial 2014-2015";"Educación Infantil Especial 2015-2016";"Educación Infantil Especial 2016-2017";"Educación Infantil Especial 2017-2018";"Educación Infantil Especial 2018-2019";"Infantil I Ciclo 2014-2015";"Infantil I Ciclo 2015-2016";"Infantil I Ciclo 2016-2017";"Infantil I Ciclo 2017-2018";"Infantil I Ciclo 2018-2019";"Infantil II Ciclo 2014-2015";"Infantil II Ciclo 2015-2016";"Infantil II Ciclo 2016-2017";"Infantil II Ciclo 2017-2018";"Infantil II Ciclo 2018-2019";"Educación Básica Obligatoria 2014-2015";"Educación Básica Obligatoria 2015-2016";"Educación Básica Obligatoria 2016-2017";"Educación Básica Obligatoria 2017-2018";"Educación Básica Obligatoria 2018-2019";"Primaria 2014-2015";"Primaria 2015-2016";"Primaria 2016-2017";"Primaria 2017-2018";"Primaria 2018-2019";"ESO 2014-2015";"ESO 2015-2016";"ESO 2016-2017";"ESO 2017-2018";"ESO 2018-2019";"Bachillerato 2014-2015";"Bachillerato 2015-2016";"Bachillerato 2016-2017";"Bachillerato 2017-2018";"Bachillerato 2018-2019";"FP GM 2014-2015";"FP GM 2015-2016";"FP GM 2016-2017";"FP GM 2017-2018";"FP GM 2018-2019";"FP GS 2014-2015";"FP GS 2015-2016";"FP GS 2016-2017";"FP GS 2017-2018";"FP GS 2018-2019";"FPB 2014-2015";"FPB 2015-2016";"FPB 2016-2017";"FPB 2017-2018";"FPB 2018-2019";"PCPI: Módulos Voluntarios 2014-2015";"PCPI: Módulos Voluntarios 2015-2016";"PCPI: Módulos Voluntarios 2016-2017";"PCPI: Módulos Voluntarios 2017-2018";"PCPI: Módulos Voluntarios 2018-2019";"PCPI: Especial 2014-2015";"PCPI: Especial 2015-2016";"PCPI: Especial 2016-2017";"PCPI: Especial 2017-2018";"PCPI: Especial 2018-2019";"Programa Formación Transición Vida Adulta 2014-2015";"Programa Formación Transición Vida Adulta 2015-2016";"Programa Formación Transición Vida Adulta 2016-2017";"Programa Formación Transición Vida Adulta 2017-2018";"Programa Formación Transición Vida Adulta 2018-2019";"Programas Profesionales Modalidad Especial 2014-2015";"Programas Profesionales Modalidad Especial 2015-2016";"Programas Profesionales Modalidad Especial 2016-2017";"Programas Profesionales Modalidad Especial 2017-2018";"Programas Profesionales Modalidad Especial 2018-2019";"lat";"lng"
"Madrid-Sur";"28046947";"EEI";"CASCANUECES";"Calle De Los Arquitectos, 35 ";"Getafe";"-";"28903";"916823802";"916823802";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046947";"eei.cascanueces.getafe@educa.madrid.org";"";"105";"110";"108";"105";"107";"";"";"";"";"";"105";"110";"108";"105";"107";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3221072";"-3.7256074"
"Madrid-Sur";"28064123";"EEI";"CASIOPEA";"Calle Toledo, 54 ";"Getafe";"-";"28901";"916950164";"916950164";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064123";"eei.casiopea.getafe@educa.madrid.org";"";"118";"118";"117";"116";"118";"";"";"";"";"";"118";"118";"117";"116";"118";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2987001";"-3.735725099999999"
"Madrid-Este";"28044203";"EEI";"CHARLIE RIVEL";"Calle De Velázquez, S/n ";"Coslada";"-";"28821";"916738938";"916738938";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28044203";"eei.charlierivel.coslada@educa.madrid.org";"";"149";"146";"158";"174";"169";"";"";"";"";"";"149";"146";"158";"174";"169";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.42324780000001";"-3.5645183"
"Madrid-Capital";"28043508";"EEI";"CHAVALITOS";"Calle De Pradales, 8 ";"Madrid";"Latina";"28047";"914647850";"914630659";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043508";"eei.chavalitos.madrid@educa.madrid.org";"";"90";"96";"96";"96";"93";"";"";"";"";"";"90";"96";"96";"96";"93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.40296";"-3.748469999999999"
"Madrid-Capital";"28070664";"EEI";"CIELO AZUL";"Bulevar De Indalecio Prieto, 16 ";"Madrid";"Vicálvaro";"28032";"917720849";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070664";"eei.cieloazul.madrid@educa.madrid.org";"";"98";"91";"100";"";"";"";"";"";"";"";"98";"91";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4019062";"-3.6212657"
"Madrid-Capital";"28068050";"EEI";"CINCO LOBITOS";"Calle De Forsitia, 2 ";"Madrid";"Carabanchel";"28054";"914006684";"914006684";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068050";"eei.cincolobitos.madrid@educa.madrid.org";"";"168";"156";"182";"178";"185";"";"";"";"";"";"168";"156";"182";"178";"185";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3648233";"-3.7552297"
"Madrid-Sur";"28043909";"EEI";"COLORES";"Calle Coronel De Palma, S/n ";"Móstoles";"-";"28934";"916180211";"916180211";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043909";"eei.colores.mostoles@educa.madrid.org";"";"111";"113";"116";"119";"123";"";"";"";"";"";"111";"113";"116";"119";"123";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3185685";"-3.8722254"
"Madrid-Capital";"28047587";"EEI";"COLORIN COLORADO";"Calle Del Conde De Torralba, 8 ";"Madrid";"Chamartín";"28046";"913159965";"917080207";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047587";"eei.colorincolorado.madrid@educa.madrid.org";"";"80";"75";"94";"104";"93";"";"";"";"";"";"80";"75";"94";"104";"93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4779458";"-3.6848164"
"Madrid-Oeste";"28058202";"EEI";"CUENTACUENTOS";"Calle Fuente Del Álamo, 10 ";"Collado Villalba";"-";"28400";"918510929";"918510929";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058202";"eei.cuentacuentos.colladovillalba@educa.madrid.org";"";"99";"77";"68";"91";"115";"";"";"";"";"";"99";"77";"68";"91";"115";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6439587";"-3.9940673"
"Madrid-Este";"28044215";"EEI";"DIAMELA";"Calle Colombia, S/n ";"Coslada";"-";"28823";"916735343";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28044215";"eei.diamela.coslada@educa.madrid.org";"";"190";"189";"190";"191";"192";"";"";"";"";"";"190";"189";"190";"191";"192";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.42716550000001";"-3.5427664"
"Madrid-Este";"28067860";"EEI";"DON MELITON";"Calle Arturo Soria, 5 ";"Alcalá de Henares";"-";"28806";"918786757";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28067860";"eei.donmeliton.alcala@educa.madrid.org";"";"123";"120";"138";"146";"146";"";"";"";"";"";"123";"120";"138";"146";"146";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4828464";"-3.3893265"
"Madrid-Oeste";"28072338";"EEI";"DON PIMPON";"Calle De Murillo, 1 ";"Galapagar";"-";"28420";"918585012";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072338";"eei.donpimpon.galapagar@educa.madrid.org";"";"90";"75";"90";"75";"67";"";"";"";"";"";"90";"75";"90";"75";"67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5958066";"-3.9848399"
"Madrid-Capital";"28072028";"EEI";"DOÑA FRANCISQUITA";"Calle De Cambados, 1 ";"Madrid";"Hortaleza";"28050";"917642004";"917642004";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072028";"eei.donafrancisquita.madrid@educa.madrid.org";"";"177";"168";"180";"";"";"";"";"";"";"";"177";"168";"180";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4789435";"-3.6303495"
"Madrid-Sur";"28061687";"EEI";"DULCINEA";"Calle Moraña, 27 ";"Leganés";"-";"28915";"916808230";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061687";"eei.dulcinea.leganes@educa.madrid.org";"";"76";"75";"85";"78";"84";"";"";"";"";"";"76";"75";"85";"78";"84";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3314386";"-3.7542804"
"Madrid-Capital";"28047472";"EEI";"EL ALBA";"Calle De Toledo, 181 ";"Madrid";"Arganzuela";"28005";"915173351";"915173351";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047472";"eei.elalba.madrid@educa.madrid.org";"";"119";"118";"115";"";"";"";"";"";"";"";"119";"118";"115";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4017704";"-3.713501"
"Madrid-Norte";"28068232";"EEI";"EL ALMENDRO";"Calle De Juan Gris, 3 ";"Colmenar Viejo";"-";"28770";"918473480";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068232";"eei.elalmendro.colmenarviejo@educa.madrid.org";"";"124";"116";"127";"136";"154";"";"";"";"";"";"124";"116";"127";"136";"154";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6728043";"-3.774383899999999"
"Madrid-Este";"28070263";"EEI";"EL ARLEQUIN";"Avenida De José Hierro, 88 ";"Rivas-Vaciamadrid";"-";"28521";"914991589";"916442764";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070263";"eei.elarlequin.rivas@educa.madrid.org";"";"153";"137";"169";"186";"192";"";"";"";"";"";"153";"137";"169";"186";"192";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3453183";"-3.5263435"
"Madrid-Capital";"28072065";"EEI";"EL BARBERILLO DE LAVAPIES";"Calle Del Granito, 32 C/v Plomo, 16 ";"Madrid";"Arganzuela";"28045";"915397437";"915397437";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072065";"eei.elbarberillodelavapies.madrid@educa.madrid.org";"";"118";"118";"117";"";"";"";"";"";"";"";"118";"118";"117";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.39547640000001";"-3.6902166"
"Madrid-Capital";"28071851";"EEI";"EL BATEO";"Calle De Pinos De Osuna, 3 ";"Madrid";"Barajas";"28042";"917414436";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071851";"eei.elbateo.madrid@educa.madrid.org";"";"175";"175";"173";"";"";"";"";"";"";"";"175";"175";"173";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4510118";"-3.5923399"
"Madrid-Capital";"28043466";"EEI";"EL BELEN";"Calle De Braille, 23 ";"Madrid";"Fuencarral-El Pardo";"28034";"917341043";"917341043";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043466";"eei.elbelen.madrid@educa.madrid.org";"";"105";"114";"106";"101";"104";"";"";"";"";"";"105";"114";"106";"101";"104";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4953564";"-3.6971525"
"Madrid-Sur";"28070937";"EEI";"EL BONSAI";"Calle De Ernest Lluch, S/n ";"Fuenlabrada";"-";"28942";"914985345";"914985345";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070937";"eei.elbonsai.fuenlabrada@educa.madrid.org";"";"102";"109";"124";"151";"150";"";"";"";"";"";"102";"109";"124";"151";"150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2901657";"-3.818667"
"Madrid-Capital";"28063076";"EEI";"EL BOSQUE";"Calle De Delicias, 32 ";"Madrid";"Arganzuela";"28045";"915271590";"915271590";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28063076";"eei.elbosque.madrid@educa.madrid.org";"";"76";"76";"76";"";"";"";"";"";"";"";"76";"76";"76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4035875";"-3.6915244"
"Madrid-Sur";"28064299";"EEI";"EL BOSQUE";"Calle De La Encina, 2 ";"Humanes de Madrid";"-";"28970";"914982718";"914982718";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064299";"eei.elbosque.humanes@educa.madrid.org";"";"46";"42";"46";"50";"76";"";"";"";"";"";"46";"42";"46";"50";"76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2484902";"-3.8293542"
"Madrid-Capital";"28043481";"EEI";"EL CARMEN";"Calle De Vélez Rubio, 181 ";"Madrid";"Hortaleza";"28033";"913029923";"913029923";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043481";"eei.elcarmen.madrid@educa.madrid.org";"";"154";"149";"161";"147";"145";"";"";"";"";"";"93";"82";"94";"87";"85";"61";"67";"67";"60";"60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4797678";"-3.6604716"
"Madrid-Este";"28048142";"EEI";"EL CASCANUECES";"Calle De Paz Camacho, 72 ";"Velilla de San Antonio";"-";"28891";"916552125";"916552125";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048142";"eei.elcascanueces.velilla@educa.madrid.org";"";"70";"92";"87";"89";"98";"";"";"";"";"";"70";"92";"87";"89";"98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.373001";"-3.4872901"
"Madrid-Capital";"28071887";"EEI";"EL CASERIO";"Calle De María Teresa Robledo, 3 ";"Madrid";"Puente de Vallecas";"28018";"913808654";"91 380 86 54";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071887";"eei.elcaserio.madrid@educa.madrid.org";"";"108";"114";"148";"";"";"";"";"";"";"";"108";"114";"148";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3874742";"-3.6575021"
"Madrid-Sur";"28068062";"EEI";"EL COCHERITO LERÉ";"Calle De Fuentevaqueros, 12 ";"Fuenlabrada";"-";"28944";"916068472";"916068472";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068062";"eei.elcocheritolere.fuenlabrada@educa.madrid.org";"";"108";"107";"106";"113";"118";"";"";"";"";"";"108";"107";"106";"113";"118";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.27551589999999";"-3.7914163"
"Madrid-Este";"28070111";"EEI";"EL COLUMPIO";"Calle Molino, 5 ";"Loeches";"-";"28890";"671095785";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070111";"eei.elcolumpio.loeches@educa.madrid.org";"";"79";"73";"68";"69";"71";"";"";"";"";"";"79";"73";"68";"69";"71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3834047";"-3.4135367"
"Madrid-Sur";"28072387";"EEI";"EL COLUMPIO";"Paseo De Arroyomolinos, 64 ";"Móstoles";"-";"28938";"916472056";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072387";"eei.elcolumpio.mostoles@educa.madrid.org";"";"128";"146";"208";"233";"229";"";"";"";"";"";"128";"146";"208";"233";"229";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3071829";"-3.878247999999999"
"Madrid-Sur";"28067872";"EEI";"EL CORRO DE LA PATATA";"Calle Del Cabo San Vicente, S/n ";"Alcorcón";"-";"28924";"916199643";"916199643";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28067872";"eei.elcorrodelapatata.alcorcon@educa.madrid.org";"";"134";"134";"150";"152";"145";"";"";"";"";"";"134";"134";"150";"152";"145";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3526672";"-3.8157951"
"Madrid-Sur";"28047538";"EEI";"EL CUCO";"Calle Maestro, 10 ";"Leganés";"-";"28914";"916801409";"916801409";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047538";"eei.elcuco.leganes@educa.madrid.org";"";"107";"107";"109";"108";"109";"";"";"";"";"";"107";"107";"109";"108";"109";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.32597";"-3.75357"
"Madrid-Norte";"28046972";"EEI";"EL CUQUILLO";"Paseo De La Chopera, 118 ";"Alcobendas";"-";"28100";"916624097";"916622155";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046972";"eei.elcuquillo.alcobendas@educa.madrid.org";"";"118";"117";"116";"118";"118";"";"";"";"";"";"118";"117";"116";"118";"118";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5450762";"-3.650238"
"Madrid-Capital";"28057696";"EEI";"EL DUENDE";"Plaza Del Dos De Mayo, 2 ";"Madrid";"Centro";"28004";"915227256";"915227256";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057696";"eei.elduende.madrid@educa.madrid.org";"";"49";"60";"52";"";"";"";"";"";"";"";"49";"60";"52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4267066";"-3.7041056"
"Madrid-Capital";"28043533";"EEI";"EL ENCINAR";"Calle Del Estrecho De Mesina, 1 ";"Madrid";"Ciudad Lineal";"28043";"913884725";"913884725";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28043533";"eei.elencinar.madrid@educa.madrid.org";"";"79";"80";"78";"81";"82";"";"";"";"";"";"79";"80";"78";"81";"82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.452459";"-3.6520661"
"Madrid-Sur";"28047447";"EEI";"EL ESCONDITE";"Calle De Las Panaderas, 12 ";"Fuenlabrada";"-";"28944";"916979265";"916970227";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28047447";"eei.elescondite.fuenlabrada@educa.madrid.org";"";"119";"115";"118";"118";"117";"";"";"";"";"";"119";"115";"118";"118";"117";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2785483";"-3.7988829"
"Madrid-Capital";"28048622";"EEI";"EL ESPINILLO";"Pasaje De La Avenencia, 2 ";"Madrid";"Villaverde";"28041";"913176104";"913176104";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28048622";"eei.elespinillo.madrid@educa.madrid.org";"";"172";"170";"172";"173";"169";"";"";"";"";"";"172";"170";"172";"173";"169";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3596248";"-3.6873148"
"Madrid-Norte";"28064317";"EEI";"EL FARO";"Avenida De Talavera De La Reina, S/n ";"San Sebastián de los Reyes";"-";"28701";"916593447";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064317";"eei.elfaro.sansebastian@educa.madrid.org";"";"87";"90";"116";"117";"105";"";"";"";"";"";"87";"90";"116";"117";"105";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5561949";"-3.6410804"
"Madrid-Capital";"28079023";"EEI";"EL FRESNO";"Calle María Casares, 15 ";"Madrid";"Fuencarral-El Pardo";"28035";"-";"-";"Público";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079023";"eei.elfresno.madrid@educa.madrid.org";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4942662";"-3.7245884"
